global_id,prompt_id,annotator_name,nli_tag,p_value,rating
210,281,anonymous_annotator_1,NLI GPJ - CON,0.96,3
210,281,anonymous_annotator_2,NLI GPJ - CON,0.96,4
211,282,anonymous_annotator_1,NLI GPJ - CON,0.96,2
211,282,anonymous_annotator_2,NLI GPJ - CON,0.96,3
213,48,anonymous_annotator_1,Vanilla GPTJ,0.96,4
213,48,anonymous_annotator_2,Vanilla GPTJ,0.96,3
214,179,anonymous_annotator_1,NLI GPJ - ENT,0.96,2
214,179,anonymous_annotator_2,NLI GPJ - ENT,0.96,2
215,180,anonymous_annotator_1,NLI GPJ - ENT,0.96,4
215,180,anonymous_annotator_2,NLI GPJ - ENT,0.96,3
216,32,anonymous_annotator_1,Vanilla GPTJ,0.96,4
216,32,anonymous_annotator_2,Vanilla GPTJ,0.96,3
218,146,anonymous_annotator_1,NLI GPJ - ENT,0.96,2
218,146,anonymous_annotator_2,NLI GPJ - ENT,0.96,1
219,136,anonymous_annotator_1,NLI GPJ - ENT,0.96,4
219,136,anonymous_annotator_2,NLI GPJ - ENT,0.96,4
220,291,anonymous_annotator_1,NLI GPJ - CON,0.96,3
220,291,anonymous_annotator_2,NLI GPJ - CON,0.96,2
221,371,anonymous_annotator_1,NLI GPJ - NEU,0.4,4
221,371,anonymous_annotator_2,NLI GPJ - NEU,0.4,4
222,287,anonymous_annotator_1,NLI GPJ - CON,0.96,3
222,287,anonymous_annotator_2,NLI GPJ - CON,0.96,4
224,235,anonymous_annotator_1,NLI GPJ - CON,0.96,3
224,235,anonymous_annotator_2,NLI GPJ - CON,0.96,3
225,286,anonymous_annotator_1,NLI GPJ - CON,0.96,3
225,286,anonymous_annotator_2,NLI GPJ - CON,0.96,2
226,357,anonymous_annotator_1,NLI GPJ - NEU,0.4,3
226,357,anonymous_annotator_2,NLI GPJ - NEU,0.4,3
227,174,anonymous_annotator_1,NLI GPJ - ENT,0.4,3
227,174,anonymous_annotator_2,NLI GPJ - ENT,0.4,3
230,308,anonymous_annotator_1,NLI GPJ - NEU,0.4,1
230,308,anonymous_annotator_2,NLI GPJ - NEU,0.4,2
231,323,anonymous_annotator_1,NLI GPJ - NEU,0.4,4
231,323,anonymous_annotator_2,NLI GPJ - NEU,0.4,4
232,149,anonymous_annotator_1,NLI GPJ - ENT,0.96,3
232,149,anonymous_annotator_2,NLI GPJ - ENT,0.96,3
233,264,anonymous_annotator_1,NLI GPJ - CON,0.4,2
233,264,anonymous_annotator_2,NLI GPJ - CON,0.4,2
235,354,anonymous_annotator_1,NLI GPJ - NEU,0.4,3
235,354,anonymous_annotator_2,NLI GPJ - NEU,0.4,3
236,169,anonymous_annotator_1,NLI GPJ - ENT,0.4,5
236,169,anonymous_annotator_2,NLI GPJ - ENT,0.4,4
237,60,anonymous_annotator_1,Vanilla GPTJ,0.4,4
237,60,anonymous_annotator_2,Vanilla GPTJ,0.4,3
238,114,anonymous_annotator_1,NLI GPJ - ENT,0.4,3
238,114,anonymous_annotator_2,NLI GPJ - ENT,0.4,3
239,196,anonymous_annotator_1,NLI GPJ - ENT,0.96,4
239,196,anonymous_annotator_2,NLI GPJ - ENT,0.96,4
240,70,anonymous_annotator_1,Vanilla GPTJ,0.4,2
240,70,anonymous_annotator_2,Vanilla GPTJ,0.4,3
241,316,anonymous_annotator_1,NLI GPJ - NEU,0.4,4
241,316,anonymous_annotator_2,NLI GPJ - NEU,0.4,4
243,57,anonymous_annotator_1,Vanilla GPTJ,0.4,2
243,57,anonymous_annotator_2,Vanilla GPTJ,0.4,3
244,211,anonymous_annotator_1,NLI GPJ - CON,0.4,4
244,211,anonymous_annotator_2,NLI GPJ - CON,0.4,3
245,252,anonymous_annotator_1,NLI GPJ - CON,0.4,3
245,252,anonymous_annotator_2,NLI GPJ - CON,0.4,2
246,148,anonymous_annotator_1,NLI GPJ - ENT,0.96,1
246,148,anonymous_annotator_2,NLI GPJ - ENT,0.96,1
247,40,anonymous_annotator_1,Vanilla GPTJ,0.96,1
247,40,anonymous_annotator_2,Vanilla GPTJ,0.96,1
248,395,anonymous_annotator_1,NLI GPJ - NEU,0.96,2
248,395,anonymous_annotator_2,NLI GPJ - NEU,0.96,3
249,10,anonymous_annotator_1,Vanilla GPTJ,0.4,4
249,10,anonymous_annotator_2,Vanilla GPTJ,0.4,4
250,67,anonymous_annotator_1,Vanilla GPTJ,0.4,4
250,67,anonymous_annotator_2,Vanilla GPTJ,0.4,4
251,14,anonymous_annotator_1,Vanilla GPTJ,0.4,4
251,14,anonymous_annotator_2,Vanilla GPTJ,0.4,4
254,270,anonymous_annotator_1,NLI GPJ - CON,0.4,4
254,270,anonymous_annotator_2,NLI GPJ - CON,0.4,3
255,378,anonymous_annotator_1,NLI GPJ - NEU,0.96,5
255,378,anonymous_annotator_2,NLI GPJ - NEU,0.96,5
256,248,anonymous_annotator_1,NLI GPJ - CON,0.96,3
256,248,anonymous_annotator_2,NLI GPJ - CON,0.96,3
258,194,anonymous_annotator_1,NLI GPJ - ENT,0.96,4
258,194,anonymous_annotator_2,NLI GPJ - ENT,0.96,4
259,160,anonymous_annotator_1,NLI GPJ - ENT,0.4,4
259,160,anonymous_annotator_2,NLI GPJ - ENT,0.4,4
260,212,anonymous_annotator_1,NLI GPJ - CON,0.4,3
260,212,anonymous_annotator_2,NLI GPJ - CON,0.4,3
261,126,anonymous_annotator_1,NLI GPJ - ENT,0.96,3
261,126,anonymous_annotator_2,NLI GPJ - ENT,0.96,3
262,349,anonymous_annotator_1,NLI GPJ - NEU,0.96,3
262,349,anonymous_annotator_2,NLI GPJ - NEU,0.96,3
263,43,anonymous_annotator_1,Vanilla GPTJ,0.96,2
263,43,anonymous_annotator_2,Vanilla GPTJ,0.96,3
264,295,anonymous_annotator_1,NLI GPJ - CON,0.96,3
264,295,anonymous_annotator_2,NLI GPJ - CON,0.96,3
265,244,anonymous_annotator_1,NLI GPJ - CON,0.96,2
265,244,anonymous_annotator_2,NLI GPJ - CON,0.96,2
266,121,anonymous_annotator_1,NLI GPJ - ENT,0.4,2
266,121,anonymous_annotator_2,NLI GPJ - ENT,0.4,2
268,164,anonymous_annotator_1,NLI GPJ - ENT,0.4,2
268,164,anonymous_annotator_2,NLI GPJ - ENT,0.4,2
270,366,anonymous_annotator_1,NLI GPJ - NEU,0.4,4
270,366,anonymous_annotator_2,NLI GPJ - NEU,0.4,4
271,219,anonymous_annotator_1,NLI GPJ - CON,0.4,1
271,219,anonymous_annotator_2,NLI GPJ - CON,0.4,1
272,343,anonymous_annotator_1,NLI GPJ - NEU,0.96,3
272,343,anonymous_annotator_2,NLI GPJ - NEU,0.96,3
273,260,anonymous_annotator_1,NLI GPJ - CON,0.4,5
273,260,anonymous_annotator_2,NLI GPJ - CON,0.4,5
274,202,anonymous_annotator_1,NLI GPJ - CON,0.4,3
274,202,anonymous_annotator_2,NLI GPJ - CON,0.4,3
275,92,anonymous_annotator_1,Vanilla GPTJ,0.96,5
275,92,anonymous_annotator_2,Vanilla GPTJ,0.96,5
276,50,anonymous_annotator_1,Vanilla GPTJ,0.4,2
276,50,anonymous_annotator_2,Vanilla GPTJ,0.4,3
277,242,anonymous_annotator_1,NLI GPJ - CON,0.96,3
277,242,anonymous_annotator_2,NLI GPJ - CON,0.96,3
278,277,anonymous_annotator_1,NLI GPJ - CON,0.96,2
278,277,anonymous_annotator_2,NLI GPJ - CON,0.96,3
279,109,anonymous_annotator_1,NLI GPJ - ENT,0.4,3
279,109,anonymous_annotator_2,NLI GPJ - ENT,0.4,3
280,321,anonymous_annotator_1,NLI GPJ - NEU,0.4,5
280,321,anonymous_annotator_2,NLI GPJ - NEU,0.4,5
281,222,anonymous_annotator_1,NLI GPJ - CON,0.4,4
281,222,anonymous_annotator_2,NLI GPJ - CON,0.4,3
282,341,anonymous_annotator_1,NLI GPJ - NEU,0.96,4
282,341,anonymous_annotator_2,NLI GPJ - NEU,0.96,5
283,358,anonymous_annotator_1,NLI GPJ - NEU,0.4,4
283,358,anonymous_annotator_2,NLI GPJ - NEU,0.4,3
284,214,anonymous_annotator_1,NLI GPJ - CON,0.4,3
284,214,anonymous_annotator_2,NLI GPJ - CON,0.4,3
285,139,anonymous_annotator_1,NLI GPJ - ENT,0.96,3
285,139,anonymous_annotator_2,NLI GPJ - ENT,0.96,2
286,300,anonymous_annotator_1,NLI GPJ - NEU,0.4,3
286,300,anonymous_annotator_2,NLI GPJ - NEU,0.4,3
287,373,anonymous_annotator_1,NLI GPJ - NEU,0.4,3
287,373,anonymous_annotator_2,NLI GPJ - NEU,0.4,3
288,216,anonymous_annotator_1,NLI GPJ - CON,0.4,3
288,216,anonymous_annotator_2,NLI GPJ - CON,0.4,3
289,229,anonymous_annotator_1,NLI GPJ - CON,0.96,1
289,229,anonymous_annotator_2,NLI GPJ - CON,0.96,2
290,396,anonymous_annotator_1,NLI GPJ - NEU,0.96,2
290,396,anonymous_annotator_2,NLI GPJ - NEU,0.96,3
291,234,anonymous_annotator_1,NLI GPJ - CON,0.96,3
291,234,anonymous_annotator_2,NLI GPJ - CON,0.96,3
292,331,anonymous_annotator_1,NLI GPJ - NEU,0.96,3
292,331,anonymous_annotator_2,NLI GPJ - NEU,0.96,3
293,64,anonymous_annotator_1,Vanilla GPTJ,0.4,1
293,64,anonymous_annotator_2,Vanilla GPTJ,0.4,2
295,274,anonymous_annotator_1,NLI GPJ - CON,0.4,2
295,274,anonymous_annotator_2,NLI GPJ - CON,0.4,2
296,8,anonymous_annotator_1,Vanilla GPTJ,0.4,1
296,8,anonymous_annotator_2,Vanilla GPTJ,0.4,2
297,382,anonymous_annotator_1,NLI GPJ - NEU,0.96,2
297,382,anonymous_annotator_2,NLI GPJ - NEU,0.96,2
298,347,anonymous_annotator_1,NLI GPJ - NEU,0.96,2
298,347,anonymous_annotator_2,NLI GPJ - NEU,0.96,2
299,379,anonymous_annotator_1,NLI GPJ - NEU,0.96,3
299,379,anonymous_annotator_2,NLI GPJ - NEU,0.96,4
300,289,anonymous_annotator_1,NLI GPJ - CON,0.96,1
300,289,anonymous_annotator_2,NLI GPJ - CON,0.96,1
301,119,anonymous_annotator_1,NLI GPJ - ENT,0.4,2
301,119,anonymous_annotator_2,NLI GPJ - ENT,0.4,3
302,145,anonymous_annotator_1,NLI GPJ - ENT,0.96,2
302,145,anonymous_annotator_2,NLI GPJ - ENT,0.96,2
303,23,anonymous_annotator_1,Vanilla GPTJ,0.4,5
303,23,anonymous_annotator_2,Vanilla GPTJ,0.4,5
304,301,anonymous_annotator_1,NLI GPJ - NEU,0.4,3
304,301,anonymous_annotator_2,NLI GPJ - NEU,0.4,4
305,283,anonymous_annotator_1,NLI GPJ - CON,0.96,3
305,283,anonymous_annotator_2,NLI GPJ - CON,0.96,3
306,107,anonymous_annotator_1,NLI GPJ - ENT,0.4,4
306,107,anonymous_annotator_2,NLI GPJ - ENT,0.4,3
307,310,anonymous_annotator_1,NLI GPJ - NEU,0.4,4
307,310,anonymous_annotator_2,NLI GPJ - NEU,0.4,4
308,225,anonymous_annotator_1,NLI GPJ - CON,0.96,2
308,225,anonymous_annotator_2,NLI GPJ - CON,0.96,3
309,333,anonymous_annotator_1,NLI GPJ - NEU,0.96,3
309,333,anonymous_annotator_2,NLI GPJ - NEU,0.96,3
310,375,anonymous_annotator_1,NLI GPJ - NEU,0.96,3
310,375,anonymous_annotator_2,NLI GPJ - NEU,0.96,3
311,292,anonymous_annotator_1,NLI GPJ - CON,0.96,3
311,292,anonymous_annotator_2,NLI GPJ - CON,0.96,3
312,227,anonymous_annotator_1,NLI GPJ - CON,0.96,2
312,227,anonymous_annotator_2,NLI GPJ - CON,0.96,1
313,76,anonymous_annotator_1,Vanilla GPTJ,0.96,2
313,76,anonymous_annotator_2,Vanilla GPTJ,0.96,3
314,96,anonymous_annotator_1,Vanilla GPTJ,0.96,3
314,96,anonymous_annotator_2,Vanilla GPTJ,0.96,2
315,133,anonymous_annotator_1,NLI GPJ - ENT,0.96,3
315,133,anonymous_annotator_2,NLI GPJ - ENT,0.96,1
317,237,anonymous_annotator_1,NLI GPJ - CON,0.96,3
317,237,anonymous_annotator_2,NLI GPJ - CON,0.96,2
318,131,anonymous_annotator_1,NLI GPJ - ENT,0.96,3
318,131,anonymous_annotator_2,NLI GPJ - ENT,0.96,2
319,37,anonymous_annotator_1,Vanilla GPTJ,0.96,2
319,37,anonymous_annotator_2,Vanilla GPTJ,0.96,2
320,0,anonymous_annotator_1,Vanilla GPTJ,0.4,2
320,0,anonymous_annotator_2,Vanilla GPTJ,0.4,1
321,78,anonymous_annotator_1,Vanilla GPTJ,0.96,3
321,78,anonymous_annotator_2,Vanilla GPTJ,0.96,2
322,352,anonymous_annotator_1,NLI GPJ - NEU,0.4,4
322,352,anonymous_annotator_2,NLI GPJ - NEU,0.4,3
323,344,anonymous_annotator_1,NLI GPJ - NEU,0.96,4
323,344,anonymous_annotator_2,NLI GPJ - NEU,0.96,3
324,12,anonymous_annotator_1,Vanilla GPTJ,0.4,3
324,12,anonymous_annotator_2,Vanilla GPTJ,0.4,2
325,332,anonymous_annotator_1,NLI GPJ - NEU,0.96,4
325,332,anonymous_annotator_2,NLI GPJ - NEU,0.96,4
326,22,anonymous_annotator_1,Vanilla GPTJ,0.4,4
326,22,anonymous_annotator_2,Vanilla GPTJ,0.4,2
327,116,anonymous_annotator_1,NLI GPJ - ENT,0.4,2
327,116,anonymous_annotator_2,NLI GPJ - ENT,0.4,2
328,304,anonymous_annotator_1,NLI GPJ - NEU,0.4,4
328,304,anonymous_annotator_2,NLI GPJ - NEU,0.4,3
330,153,anonymous_annotator_1,NLI GPJ - ENT,0.4,3
330,153,anonymous_annotator_2,NLI GPJ - ENT,0.4,3
331,95,anonymous_annotator_1,Vanilla GPTJ,0.96,1
331,95,anonymous_annotator_2,Vanilla GPTJ,0.96,1
332,27,anonymous_annotator_1,Vanilla GPTJ,0.96,2
332,27,anonymous_annotator_2,Vanilla GPTJ,0.96,3
333,108,anonymous_annotator_1,NLI GPJ - ENT,0.4,1
333,108,anonymous_annotator_2,NLI GPJ - ENT,0.4,1
334,240,anonymous_annotator_1,NLI GPJ - CON,0.96,2
334,240,anonymous_annotator_2,NLI GPJ - CON,0.96,2
335,246,anonymous_annotator_1,NLI GPJ - CON,0.96,3
335,246,anonymous_annotator_2,NLI GPJ - CON,0.96,3
336,387,anonymous_annotator_1,NLI GPJ - NEU,0.96,4
336,387,anonymous_annotator_2,NLI GPJ - NEU,0.96,3
337,217,anonymous_annotator_1,NLI GPJ - CON,0.4,3
337,217,anonymous_annotator_2,NLI GPJ - CON,0.4,2
338,372,anonymous_annotator_1,NLI GPJ - NEU,0.4,3
338,372,anonymous_annotator_2,NLI GPJ - NEU,0.4,3
339,342,anonymous_annotator_1,NLI GPJ - NEU,0.96,2
339,342,anonymous_annotator_2,NLI GPJ - NEU,0.96,2
340,181,anonymous_annotator_1,NLI GPJ - ENT,0.96,3
340,181,anonymous_annotator_2,NLI GPJ - ENT,0.96,3
341,142,anonymous_annotator_1,NLI GPJ - ENT,0.96,4
341,142,anonymous_annotator_2,NLI GPJ - ENT,0.96,4
342,47,anonymous_annotator_1,Vanilla GPTJ,0.96,4
342,47,anonymous_annotator_2,Vanilla GPTJ,0.96,4
343,4,anonymous_annotator_1,Vanilla GPTJ,0.4,4
343,4,anonymous_annotator_2,Vanilla GPTJ,0.4,3
344,157,anonymous_annotator_1,NLI GPJ - ENT,0.4,1
344,157,anonymous_annotator_2,NLI GPJ - ENT,0.4,1
345,198,anonymous_annotator_1,NLI GPJ - ENT,0.96,4
345,198,anonymous_annotator_2,NLI GPJ - ENT,0.96,3
346,5,anonymous_annotator_1,Vanilla GPTJ,0.4,4
346,5,anonymous_annotator_2,Vanilla GPTJ,0.4,3
347,69,anonymous_annotator_1,Vanilla GPTJ,0.4,4
347,69,anonymous_annotator_2,Vanilla GPTJ,0.4,4
348,177,anonymous_annotator_1,NLI GPJ - ENT,0.96,4
348,177,anonymous_annotator_2,NLI GPJ - ENT,0.96,4
349,140,anonymous_annotator_1,NLI GPJ - ENT,0.96,4
349,140,anonymous_annotator_2,NLI GPJ - ENT,0.96,3
350,65,anonymous_annotator_1,Vanilla GPTJ,0.4,1
350,65,anonymous_annotator_2,Vanilla GPTJ,0.4,1
351,75,anonymous_annotator_1,Vanilla GPTJ,0.96,2
351,75,anonymous_annotator_2,Vanilla GPTJ,0.96,3
352,127,anonymous_annotator_1,NLI GPJ - ENT,0.96,4
352,127,anonymous_annotator_2,NLI GPJ - ENT,0.96,3
353,299,anonymous_annotator_1,NLI GPJ - CON,0.96,2
353,299,anonymous_annotator_2,NLI GPJ - CON,0.96,2
355,111,anonymous_annotator_1,NLI GPJ - ENT,0.4,2
355,111,anonymous_annotator_2,NLI GPJ - ENT,0.4,2
356,250,anonymous_annotator_1,NLI GPJ - CON,0.4,1
356,250,anonymous_annotator_2,NLI GPJ - CON,0.4,2
357,100,anonymous_annotator_1,NLI GPJ - ENT,0.4,1
357,100,anonymous_annotator_2,NLI GPJ - ENT,0.4,1
358,374,anonymous_annotator_1,NLI GPJ - NEU,0.4,3
358,374,anonymous_annotator_2,NLI GPJ - NEU,0.4,3
359,25,anonymous_annotator_1,Vanilla GPTJ,0.96,2
359,25,anonymous_annotator_2,Vanilla GPTJ,0.96,2
360,345,anonymous_annotator_1,NLI GPJ - NEU,0.96,4
360,345,anonymous_annotator_2,NLI GPJ - NEU,0.96,3
361,201,anonymous_annotator_1,NLI GPJ - CON,0.4,1
361,201,anonymous_annotator_2,NLI GPJ - CON,0.4,1
362,215,anonymous_annotator_1,NLI GPJ - CON,0.4,3
362,215,anonymous_annotator_2,NLI GPJ - CON,0.4,3
363,55,anonymous_annotator_1,Vanilla GPTJ,0.4,3
363,55,anonymous_annotator_2,Vanilla GPTJ,0.4,3
364,390,anonymous_annotator_1,NLI GPJ - NEU,0.96,2
364,390,anonymous_annotator_2,NLI GPJ - NEU,0.96,4
365,42,anonymous_annotator_1,Vanilla GPTJ,0.96,3
365,42,anonymous_annotator_2,Vanilla GPTJ,0.96,3
366,72,anonymous_annotator_1,Vanilla GPTJ,0.4,2
366,72,anonymous_annotator_2,Vanilla GPTJ,0.4,2
367,2,anonymous_annotator_1,Vanilla GPTJ,0.4,2
367,2,anonymous_annotator_2,Vanilla GPTJ,0.4,3
368,324,anonymous_annotator_1,NLI GPJ - NEU,0.4,3
368,324,anonymous_annotator_2,NLI GPJ - NEU,0.4,3
369,350,anonymous_annotator_1,NLI GPJ - NEU,0.4,2
369,350,anonymous_annotator_2,NLI GPJ - NEU,0.4,2
370,101,anonymous_annotator_1,NLI GPJ - ENT,0.4,2
370,101,anonymous_annotator_2,NLI GPJ - ENT,0.4,2
371,255,anonymous_annotator_1,NLI GPJ - CON,0.4,3
371,255,anonymous_annotator_2,NLI GPJ - CON,0.4,3
372,356,anonymous_annotator_1,NLI GPJ - NEU,0.4,4
372,356,anonymous_annotator_2,NLI GPJ - NEU,0.4,3
373,280,anonymous_annotator_1,NLI GPJ - CON,0.96,3
373,280,anonymous_annotator_2,NLI GPJ - CON,0.96,3
375,52,anonymous_annotator_1,Vanilla GPTJ,0.4,2
375,52,anonymous_annotator_2,Vanilla GPTJ,0.4,2
378,129,anonymous_annotator_1,NLI GPJ - ENT,0.96,2
378,129,anonymous_annotator_2,NLI GPJ - ENT,0.96,2
380,58,anonymous_annotator_1,Vanilla GPTJ,0.4,3
380,58,anonymous_annotator_2,Vanilla GPTJ,0.4,4
381,45,anonymous_annotator_1,Vanilla GPTJ,0.96,4
381,45,anonymous_annotator_2,Vanilla GPTJ,0.96,3
384,297,anonymous_annotator_1,NLI GPJ - CON,0.96,4
384,297,anonymous_annotator_2,NLI GPJ - CON,0.96,4
385,199,anonymous_annotator_1,NLI GPJ - ENT,0.96,3
385,199,anonymous_annotator_2,NLI GPJ - ENT,0.96,3
386,351,anonymous_annotator_1,NLI GPJ - NEU,0.4,4
386,351,anonymous_annotator_2,NLI GPJ - NEU,0.4,4
387,364,anonymous_annotator_1,NLI GPJ - NEU,0.4,3
387,364,anonymous_annotator_2,NLI GPJ - NEU,0.4,3
388,35,anonymous_annotator_1,Vanilla GPTJ,0.96,3
388,35,anonymous_annotator_2,Vanilla GPTJ,0.96,4
389,267,anonymous_annotator_1,NLI GPJ - CON,0.4,4
389,267,anonymous_annotator_2,NLI GPJ - CON,0.4,4
390,99,anonymous_annotator_1,Vanilla GPTJ,0.96,2
390,99,anonymous_annotator_2,Vanilla GPTJ,0.96,2
391,232,anonymous_annotator_1,NLI GPJ - CON,0.96,3
391,232,anonymous_annotator_2,NLI GPJ - CON,0.96,4
392,294,anonymous_annotator_1,NLI GPJ - CON,0.96,4
392,294,anonymous_annotator_2,NLI GPJ - CON,0.96,3
393,175,anonymous_annotator_1,NLI GPJ - ENT,0.96,4
393,175,anonymous_annotator_2,NLI GPJ - ENT,0.96,4
394,329,anonymous_annotator_1,NLI GPJ - NEU,0.96,4
394,329,anonymous_annotator_2,NLI GPJ - NEU,0.96,4
